"B7ZAP0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10644	11192	15091	12460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C9JLW8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7675	19327	34870	34685	40619	51806	43734	59947	42759	24131	14199	20835	13872	10208	6528	0	3612	6591	0	0	22535	29891	32856	31019	12855	17771	3339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00115"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4765	0	0	0	16922	35260	75209	146211	223389	230433	156301	53194	19737	12047	6056	3823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00116"	0	0	1866	6438	22332	44740	51783	69141	86502	107145	131079	127927	134096	117334	98433	121810	160203	125020	134338	108076	106367	96296	69908	97909	59608	60668	54306	26975	31171	19822	23184	25046	11527	9737	14856	15385	11970	19656	35931	23333	18087	26831	22713	37919	42719	30653	9560	12970	6151	12022	13570	14926	13419	15486	15437	16517	29520	25903	26541	21974	29518	38846	36580	29883	25142	28912	12144	33201	21962	20187	18592	5269	9074	28687	5563	18571	18533	16622	10288	9274	8936
"O00139"	0	7056	8622	6013	5569	4998	3871	3853	0	0	3241	2793	2536	0	0	0	0	0	0	1665	0	0	0	0	46541	34150	29164	0	34477	1126	1867	7178	8461	3907	4429	17518	21438	65731	73082	98931	83685	47818	84401	73041	84600	86785	67098	11261	58645	7358	0	0	0	6533	6070	4842	5993	0	4517	0	3464	12699	2638	2411	6577	0	3016	2654	2148	1783	1888	0	846	0	0	0	0	0	0	0	0
"O00148"	0	0	2208	0	0	0	0	0	2652	0	0	0	0	0	0	663	0	0	0	0	0	0	0	2738	0	0	0	0	0	0	0	0	2151	0	0	0	0	0	0	0	0	2271	2678	2939	2573	5706	11197	13529	11532	11762	24533	120443	239805	280867	170551	93166	78611	59004	34560	28298	46262	41904	29902	26470	35127	30842	21299	27542	23416	27506	23739	5639	11269	29771	7267	16132	15702	13651	10743	7889	7948
"O00151"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4899	6657	7999	0	0	0	0	2335	7331	22046	72307	117184	139692	143961	96874	104522	167674	579811	1380595	2123960	1435658	568000	248774	146273	76782	51576	18192	11607	20264	0	3248	10003	8864	15882	7949	4800	0	1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00154"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4388	5949	14978	20383	33577	46976	89873	89175	211584	684821	1319771	1956771	1945156	1739901	1966967	1787212	2329232	3665528	2581922	1343259	335974	237798	139587	62849	35444	27063	16326	6486	6830	7205	4432	0	0	1729	0	0	0	0	0	0	0	0
"O00159"	5969	7796	5002	5817	0	4489	680	0	0	0	0	0	0	0	0	0	7271	0	0	0	0	0	0	0	0	1200	805	1341	55305	124303	157394	120416	8493	12901	11976	4001	621	0	1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00160"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52401	152189	170632	146398	74132	0	0	0	0	0	0	0	0	0	0	0	0	71712	0	5244	5357	2967	2329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00161"	0	0	0	6250	0	7221	9873	8447	14113	11296	16559	9231	6704	10491	8243	6683	10435	3918	5848	3973	5798	4257	8147	8413	6129	5323	5062	3511	3526	0	1428	0	1870	0	0	0	0	0	0	0	1987	0	2376	0	0	0	2650	4052	6097	7598	7224	5137	3737	0	0	0	4776	0	0	0	0	0	1042	1024	743	961	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00165"	9575	17367	36256	41757	43705	49043	49243	49669	56122	53311	51054	47853	42800	35491	28188	33637	41372	31986	44136	30635	29246	29933	22653	36365	23099	19813	21008	9918	17344	10975	6033	14143	7126	7002	6743	6948	8917	4530	5440	9108	1809	4206	4650	0	3693	3514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3213	0	0	0	2720	3076	1809	1728	781	1545	0	764	1666	0	0	0	0	0
"O00170"	0	2635	6851	5149	6443	6861	5558	6732	14112	6934	18910	9821	5365	4805	3507	4667	7072	4233	9223	4840	9348	17923	4601	10627	8256	8900	5877	6162	9102	5206	7183	13963	23976	28796	26482	23819	18579	16919	10956	6619	12471	28206	23463	42867	57140	69228	57962	82954	69327	68207	79860	138829	333036	916026	1099186	769574	555490	268163	158693	64657	77696	87015	59772	45252	48865	41230	30209	26064	22139	14541	7077	2255	2706	3858	1206	3080	2471	1810	621	0	0
"O00178"	0	0	1473	2882	2294	2252	2185	1692	1509	1930	1671	1627	983	1189	0	0	0	1262	0	1485	0	0	0	0	0	0	1202	0	0	821	0	0	0	0	0	0	0	0	1873	7001	2918	3489	23493	167165	308724	337756	177171	93044	6936	0	0	5832	1529	12707	6744	6416	16436	41598	29401	15833	20986	26215	18318	15725	12733	12010	4654	6050	7201	5764	4261	881	1604	2718	0	1085	541	0	942	0	720
"O00186"	2506	2339	13755	10089	19734	42728	48272	51336	62305	53966	62487	49621	52733	34674	28855	41512	52034	40246	26305	28611	26592	25429	29352	32968	19899	23642	14456	7551	10008	7301	5712	6764	2921	2457	3123	2604	5375	3761	2822	4267	2234	3697	784	5490	0	3134	0	0	0	0	0	0	0	0	18797	31436	77388	56626	37177	13540	11699	14051	7935	2678	6952	5916	0	4930	2360	2476	0	1848	2066	3413	0	0	942	0	0	0	0
"O00193"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3197	4942	3608	13154	3461	3767	4089	6692	5805	10968	55002	80942	106523	85178	22098	11889	0	0	0	0	0	1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00203"	807	2126	7062	2737	14283	17583	41289	28638	47854	65226	105125	120586	128086	123163	105423	127987	143443	113653	132857	113096	127750	121083	105125	125112	106141	128252	142977	102657	144701	145917	147584	189474	208958	175382	130999	98306	79712	67545	57728	56326	28839	24791	17586	20682	8923	17295	8853	10709	10512	6409	0	0	0	0	0	0	0	0	0	1324	2932	5162	3797	1431	1707	3083	0	1348	1465	984	3229	844	0	0	400	0	0	1125	0	0	0
"O00217"	20658	40555	91038	126595	118497	131356	124209	135749	121731	104103	110041	103554	82947	68438	53193	63791	60260	55317	56991	44563	43132	35626	35097	47314	32368	15930	29682	12383	11735	9325	10244	6777	13903	6203	18336	18890	11464	13566	16510	22612	3256	3498	4414	10790	3334	4900	4138	6067	4121	5791	7206	6331	3657	6614	6178	6214	7200	4597	4563	2514	3393	4989	2896	3104	2159	0	1305	5623	2088	1386	2410	0	1823	4467	3194	3435	3157	2131	522	0	380
"O00221"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4604	6147	4493	7052	7427	902	900	0	0	0	1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00231"	30505	62138	121490	165997	179556	224196	241832	268936	309473	335131	344489	309508	306363	286899	296200	397313	524607	442910	437695	335088	337088	342949	309516	406457	262329	245587	207458	123101	148316	116510	102390	120536	150830	176879	262781	245783	183402	135522	110284	107274	67113	94960	90159	88087	100143	83339	67670	79296	66843	72896	92872	172182	245028	263835	198409	139979	103083	53499	70853	42890	53680	60827	47505	42556	43096	44972	29800	40342	39268	28846	23760	13984	22732	28174	12188	20174	14923	14267	8306	5125	3416
"O00232"	14103	32225	58715	115635	97794	140262	162221	175951	200707	219318	223331	204419	187793	175556	169152	241593	310745	256198	259559	203408	216733	207180	202604	265603	177789	159887	142356	90517	103466	75411	65229	79351	93117	100471	170616	169511	116965	96203	62465	61009	48377	51574	56562	51406	30495	26782	17188	20662	19956	19526	26482	34071	12451	26377	26693	21056	25243	11373	33890	22236	30826	37434	31322	26770	26083	25862	19391	29941	20735	15553	11652	1327	8044	11232	4694	7973	6793	5342	2543	1408	1124
"O00233"	0	0	0	0	0	0	9351	7153	5273	14885	18856	6729	5442	15877	10448	10748	14741	19112	13482	21915	14976	25139	13036	31985	23261	19172	16066	10487	6890	12424	4364	8112	12778	6812	13792	21009	20131	19572	21784	16893	21539	23912	28276	18034	58784	136613	175403	217328	144170	60127	37653	31207	39838	69616	132678	154326	132786	67399	35852	7679	4911	9174	7012	3161	0	0	3705	3480	11212	12795	11055	3758	6214	11197	662	5033	5984	4755	2401	0	0
"O00244"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4685	16984	49462	57956	41087	13482	5488	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00255"	0	0	1522	2110	0	2655	2091	1951	0	0	0	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824	8334	7213	246902	1824	1510	0	0	0	0	0	0	0	0	25557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00264"	30652	58094	117026	161217	172726	239136	290063	328360	375497	395797	404249	393158	355978	302390	246454	318682	382799	311127	354141	286060	271695	255428	217658	286542	180753	172066	155665	98951	119924	100323	84158	93768	99631	80447	93654	81661	82274	78662	76772	80493	64670	75934	78452	78775	85664	86497	82672	82166	72813	51135	44960	76391	61493	60132	61246	56228	83018	70651	67372	40230	67070	69297	53859	49018	58835	43534	42478	40063	41131	42406	34161	15817	25363	40748	16038	28014	22960	20332	15184	13852	23423
"O00267"	0	0	0	3139	0	0	0	0	0	0	0	0	0	0	0	1866	0	0	0	0	0	1407	7180	6832	6243	10067	8684	0	11650	17599	50839	75088	100041	120856	210323	401387	743014	970008	695653	345123	176204	135025	95168	72890	63557	64717	13407	0	13496	23047	12668	0	0	0	0	4180	0	6942	9198	3723	9950	3668	2095	0	0	0	15087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00268"	0	4096	10636	16760	19260	25706	24500	18452	17104	14368	5886	0	2747	1467	0	0	1387	0	0	623	0	702	0	0	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00273"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2054	4772	7071	9462	8422	24398	76329	275284	510268	508961	252336	130173	89528	164022	357397	452726	366361	283215	141341	90164	75355	46691	48077	23310	27297	11099	5815	2616	2997	4277	0	4286	2190	1827	4598	0	1384	0	0	0	0	0	0	0	0
"O00291"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2153	79438	143470	189815	126353	34146	7327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00299"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13402	40433	56882	45091	0	12267	16389	22000	32117	44336	87809	110027	110401	98987	57198	1426	24285	48329	87168	104099	131787	170457	211865	388855	1679328	5150329	4519758	2374869	638564	403943	233116	89680	51925	34796	13735	2338	12748	3737	2409	800	0	0	0	0	0	8602	0	7323	0	6206
"O00303"	1144	3968	3623	9943	9522	11388	17701	14546	18813	41506	47126	77692	92076	100403	104399	161116	403547	999164	2607594	2960899	2494899	1247368	492432	328489	126703	90276	68536	25755	45404	25079	19563	14965	3285	5565	2789	3452	8631	3879	8140	2673	0	0	2090	3280	19558	68111	69729	56843	14716	7154	0	0	3622	0	0	0	0	0	0	0	0	0	2106	0	0	0	0	0	3179	0	0	0	0	1808	0	0	0	0	0	1202	0
"O00330"	0	1427	2976	60803	146344	141382	100473	57670	49610	19063	21782	11298	3126	0	4205	2536	6829	2135	3308	8044	2846	4305	1712	3885	5010	2361	0	4036	2258	2915	0	0	0	0	1168	1467	1754	1959	4872	6620	5048	20222	54686	128439	193999	165211	79626	27218	0	0	0	0	0	0	0	0	0	7259	9178	5108	6012	7699	5078	3486	4078	3153	0	2316	2072	2279	1908	0	0	1707	0	1347	0	0	0	1750	0
"O00399"	0	0	0	0	0	0	0	0	0	0	0	6593	3201	2395	2451	13026	30752	31836	41137	26111	12291	0	0	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00400"	0	0	2759	3428	3834	8259	9948	11193	5489	12758	13453	12757	8790	9151	3607	10537	9572	7580	8124	6321	2839	5752	6865	9483	4970	2376	2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00401"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7037	7016	8478	16096	20298	19380	17297	13627	9474	9420	7314	8990	11007	12603	12432	0	0	20387	24933	73834	0	0	0	8073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00410"	10851	30411	58448	74967	81288	107037	118967	114014	144180	152899	155099	135788	125477	101164	90081	111786	125847	106834	124718	104132	105862	102438	101337	138483	87297	92729	91042	53017	68981	54677	47876	64975	61480	62150	71182	90229	101375	121538	128544	170803	169449	256791	280404	302599	304009	382104	449912	958488	2005780	3155305	3958404	3179897	1484365	780181	396008	208570	153481	115336	111602	72610	87151	96630	69147	59817	71772	50675	34381	53400	43762	45860	33521	13387	19237	31748	11058	21699	15086	13132	7387	5116	6624
"O00411"	3981	11966	36357	43567	56631	61300	48500	23515	32302	29366	51480	53599	58211	46184	30195	23070	19545	9033	1424	5117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00418"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14889	65362	118464	136670	69888	24641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10160	0	0
"O00422"	0	0	7596	0	0	0	0	0	0	0	0	0	0	0	0	2874	0	3996	0	1285	5260	5713	0	3432	1939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2809	3738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00423"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	903	0	4577	4677	2680	4567	10440	23988	29200	53237	49504	45432	42275	29122	32512	25461	18883	15738	21580	9743	2534	1589	1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2735	3460	2025	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00425"	17169	50906	102949	105388	96112	100626	82634	70823	69971	76004	80771	81334	80680	58961	48071	39354	30669	14235	11973	4967	7429	2757	0	0	1645	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3136	0
"O00429"	0	0	0	0	0	2335	2134	0	0	0	2336	2068	0	1583	0	1552	1950	0	2893	0	0	2311	0	6129	6677	6369	4198	5104	6573	4590	7550	22131	43996	72805	120511	116558	114850	183931	558069	1346466	1346998	1249433	572337	225787	114921	74280	34050	15502	15480	15623	13886	11071	4539	3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1546	0	0	1466	0	0	0	1325	1349	0	0	0
"O00442"	0	0	3869	0	5116	0	5730	7047	8063	8819	21177	27867	33862	32107	29803	29052	27107	6363	5600	4372	0	10413	0	0	0	7535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10556	2700	7094	0	11362	12709	21669	58297	121453	73891	22097	17431	18108	33414	71360	78530	191469	307752	205996	128165	101033	58909	36323	26771	18591	15976	7766	3013	6492	6481	1169	3166	1365	0	980	0	782
"O00443"	0	0	0	0	3516	0	4214	4884	10327	0	27455	5289	0	4124	9869	5872	0	5782	4102	3920	4263	0	0	41982	0	4996	16400	10837	13945	0	0	8738	0	0	4687	5036	4491	19061	21933	6094	0	7553	0	0	60096	52591	7894	44416	53048	72066	19041	125756	37143	0	12317	10297	0	0	0	0	0	0	5194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00459"	0	1289	0	0	0	2890	2712	5710	0	0	0	0	2127	0	0	0	0	0	0	0	0	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	3233	5066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"O00461"	11324	32755	67636	85042	91286	98019	87303	76737	66742	42491	21767	6184	4103	4958	2154	2239	0	0	0	0	0	0	0	0	1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
